+------+--------+----------------------------+-----------+----------------+
| NO.  |  Code  |            Name            |    Area   | Green Coverage |
| 3285 |  4140  |           皋塘村           |     --    |       --       |
| 3286 | 36776  |           茗香庭           |     --    |      30%       |
| 3287 |  4586  |        星汇商务大厦        |    5000   |      30%       |
| 3288 | 17263  |         长桥阔石板         |     --    |       --       |
| 3289 | 26884  |         东海阳光苑         |     --    |      30%       |
| 3290 |  6185  |         金家渡南苑         |     --    |       --       |
| 3291 |  6477  |       杭州铁路局宿舍       |     --    |       --       |
| 3292 |  6426  |          祥符佳苑          |     --    |       --       |
| 3293 |  8752  |          湖州新村          |   18000   |      20%       |
| 3294 |  4778  |          山西园路          |     --    |       --       |
| 3295 | 18404  |      石桥设计二院宿舍      |     --    |       --       |
| 3303 |  6551  |          泗水新村          |     --    |       --       |
| 3304 |  5703  |           后营弄           |    8250   |       5%       |
| 3305 | 39179  |         英冠水天城         |   29284   |      30%       |
| 3306 | 18734  |        悍马汇秀山庄        |  16785.6  |     30.1%      |
| 3307 | 21633  |      湖州国际小商品城      |   17300   |      20%       |
| 3308 |  9684  |       颐景山庄(一期)       |   10000   |      42%       |
| 3309 |  9986  |           沈半路           |     --    |       --       |
| 3310 | 156258 |           乾成园           |     --    |      30%       |
| 3311 |  9380  |           翠谷苑           |   10616   |      30%       |
| 3312 |  4014  |          西城新座          |   6000    |       --       |
| 3313 | 23305  |          迎春东苑          |     --    |      35%       |
| 3314 |  9427  |        金鹭青春驿站        |    6000   |      30%       |
| 3315 | 10291  |          石马新村          |     --    |      20%       |
| 3316 | 21580  |          东芝公寓          |    3245   |      33%       |
| 3317 |  6322  |           两宜里           |     --    |      30%       |
| 3318 |  6517  |          杭钢宿舍          |     --    |       --       |
| 3319 |  1324  |          太古广场          |    6000   |      40%       |
| 3320 |  4271  |          玉泉大厦          |     --    |       --       |
| 3321 |  9282  |         众安山水苑         |   23793   |      36%       |
| 3329 |  3969  |         东部软件园         |   13340   |       --       |
| 3330 | 10257  |           协同村           |   10000   |      20%       |
| 3331 | 24236  |          千岛湖墅          |     --    |     41.17%     |
| 3332 | 23710  |      恒源国际财富中心      |     --    |       --       |
| 3333 |  9792  |        绍兴路402号         |     --    |       --       |
| 3334 | 16272  |          曲荷社区          |     --    |      12%       |
| 3335 | 39989  |        江东阳光名城        |   124800  |      30%       |
| 3336 |  4030  |         河西南公寓         |     --    |      20%       |
| 3337 |  4231  |          冯山人巷          |     --    |      35%       |
| 3338 |  8433  |         假山路5弄          |     --    |       --       |
| 3339 | 18799  |        金龙商贸大楼        |    2560   |      不详      |
| 3340 |  6131  |       中恒世纪科技园       |   34017   |      30%       |
| 3341 |  7307  |        潮王村安置房        |     --    |       --       |
| 3342 | 18568  |          梅家坞村          |     --    |       --       |
| 3343 | 43614  |          范家公寓          |     --    |       --       |
| 3344 | 46352  |          嘉绿福苑          |     --    |      35%       |
| 3345 | 254978 |          南钻广场          |     --    |      30%       |
| 3346 |  9335  |          立元大厦          |   6445    |      25%       |
| 3347 |  4203  |        星河商务大厦        |     --    |       --       |
| 3355 | 14332  |           延庆里           |     --    |      10%       |
| 3356 | 23881  |          里河公寓          |     --    |      26%       |
| 3357 |  6491  |           星民村           |     --    |       --       |
| 3358 |  6514  |           德胜里           |     --    |       --       |
| 3359 | 34331  |         山湖印墅园         |   100000  |       --       |
| 3360 | 117423 |     东海闲湖城印象加州     |     --    |      35%       |
| 3361 |  8799  |           崔家巷           |     --    |      20%       |
| 3362 |  3969  |         东部软件园         |   13340   |       --       |
| 3363 | 10257  |           协同村           |   10000   |      20%       |
| 3364 | 24236  |          千岛湖墅          |     --    |     41.17%     |
| 3365 | 23710  |      恒源国际财富中心      |     --    |       --       |
| 3366 |  9792  |        绍兴路402号         |     --    |       --       |
| 3367 | 16272  |          曲荷社区          |     --    |      12%       |
| 3368 | 39989  |        江东阳光名城        |   124800  |      30%       |
| 3369 |  4030  |         河西南公寓         |     --    |      20%       |
| 3370 |  4231  |          冯山人巷          |     --    |      35%       |
| 3371 |  8433  |         假山路5弄          |     --    |       --       |
| 3372 | 18799  |        金龙商贸大楼        |    2560   |      不详      |
| 3373 |  6131  |       中恒世纪科技园       |   34017   |      30%       |
| 3381 |  9198  |        耀达仁和印象        |   11180   |      32%       |
| 3382 |  8578  |         四宜亭50号         |     --    |       --       |
| 3383 |  6494  |          钱江大厦          |     --    |       --       |
| 3384 | 64907  |         九龙仓君廷         |   122194  |      30%       |
| 3385 | 43099  |          中央大厦          |     --    |       --       |
| 3386 |  6393  |           定海村           |     --    |       --       |
| 3387 |  7117  |           青石桥           |     --    |       --       |
| 3388 | 14757  |          佳苑公寓          |     --    |      26%       |
| 3389 |  7217  |       亿丰家居建材城       |  533336   |       --       |
| 3390 |  9545  |         富春江花园         |  667000   |      70%       |
| 3391 | 20338  |        学院路222号         |     --    |       --       |
| 3392 | 14570  |        保俶北路99号        |     --    |       --       |
| 3393 |  6571  |       百脑汇科技大厦       |   12500   |       --       |
| 3394 | 59563  |          明桂北苑          |     --    |       --       |
| 3395 | 16883  |         仁和路62号         |     --    |       --       |
| 3396 | 20430  |         学院路99号         |     --    |       --       |
| 3397 | 20046  |          罗峰新村          |     --    |      25%       |
| 3398 | 14653  |       祥符路33-41号        |     --    |       --       |
| 3399 |  5973  |          近江新村          |     --    |      30%       |
| 3407 | 10721  |        秋涛路198号         |     --    |       --       |
| 3408 |  6416  |    下沙街道农居多层公寓    |     --    |       --       |
| 3409 | 12914  |          金汇公寓          |   82000   |      30%       |
| 3410 |  5949  |           严家弄           |     --    |       --       |
| 3411 |  4005  |          蔡马新村          |     --    |       --       |
| 3412 | 16133  |         清江路82号         |     --    |       --       |
| 3413 | 283624 |       融创·时代奥城        |   61871   |      30%       |
| 3414 |  5694  |          东太平巷          |     --    |       --       |
| 3415 |  9425  |         耀江汇景苑         |   5124    |       35       |
| 3416 | 30709  |        伟邦江南绿园        |   14000   |      30%       |
| 3417 |  5951  |       山水人家白沙岛       |     --    |       --       |
| 3418 |  3951  |        红石商务大厦        |     --    |       --       |
| 3419 | 42663  |          凯景公寓          |     --    |      10%       |
| 3420 |  7135  |          城中花园          |     --    |      20%       |
| 3421 |  8240  |           由义弄           |     --    |      10%       |
| 3422 |  5691  |           永昌坝           |     --    |      20%       |
| 3423 |  6307  |       山水人家潇湘居       |     --    |       --       |
| 3424 |  6568  |        金衙庄商务楼        |    2876   |       --       |
| 3425 |  6232  |        湖墅北路小区        |     --    |      30%       |
| 3433 | 18421  |         金通汽配城         |     --    |      25%       |
| 3434 | 18704  |         宏立育才苑         |     --    |      35%       |
| 3435 |  1031  |        明珠商业中心        |    8000   |       --       |
| 3436 |  4718  |          凤起东路          |     --    |       --       |
| 3437 | 17544  |      莫干山路32-46号       |     --    |       --       |
| 3438 | 10855  |           拾排里           |     --    |      32%       |
| 3439 | 16646  |           西府局           |     --    |       --       |
| 3440 |  8444  |       三官弄16-17号        |     --    |      30%       |
| 3441 |  4521  |         河滨商务楼         |    9826   |       --       |
| 3442 | 17270  |          格畈家园          |     --    |       --       |
| 3443 | 151152 |        融创河滨之城        |   140000  |      30%       |
| 3444 | 54580  |          嘉乐金座          |     --    |       --       |
| 3445 | 10612  |          后珠家苑          |     --    |      10%       |
| 3446 | 62666  |           流水苑           |   23000   |      30%       |
| 3447 |  4772  |          和平广场          |     --    |      30%       |
| 3448 |  1624  |          华清山庄          |  100000   |      41%       |
| 3449 | 39674  |        蓝江四季晶品        |   20000   |      26%       |
| 3450 | 23708  |        江东锦绣名座        |     --    |       --       |
| 3451 |  9877  |   杭州汽车北站小商品市场   |     --    |       --       |
| 3459 |  6110  |        瑞丰格林酒店        |     --    |       --       |
| 3460 | 185391 |       闲林山水紫薇苑       |    8000   |      35%       |
| 3461 | 39424  |          金城华府          |   23000   |      35%       |
| 3462 | 14352  |          七堡小区          |     --    |       --       |
| 3463 |  5780  |           豪曹巷           |     --    |      23%       |
| 3464 | 16479  |         九溪路13号         |     --    |      18%       |
| 3465 | 17750  |           笕桥镇           |     --    |      30%       |
| 3466 |  9690  |          钱江公寓          |   39000   |      35%       |
| 3467 | 24913  |           依锦苑           |     --    |      20%       |
| 3468 |  6194  |           永佳苑           |   27000   |      31%       |
| 3469 | 29732  |            瀚府            |     --    |       --       |
| 3470 |  1480  |         京惠紫枫阁         |   13800   |      30%       |
| 3471 |  980   |          小塔儿巷          |     --    |       --       |
| 3472 | 21529  |         测绘局宿舍         |     --    |       --       |
| 3473 | 231413 |          新德佳苑          |     --    |       --       |
| 3474 | 46002  |          天城嘉苑          |     --    |      30%       |
| 3475 |  6150  |      农业厅第二住宅区      |     --    |       --       |
| 3476 |  8506  |          上八界巷          |     --    |      10%       |
| 3477 | 16850  |         华东院宿舍         |     --    |       --       |
| 3485 |  1191  |        改革月报大楼        |     --    |       --       |
| 3486 | 17614  |         同仁商业街         |     --    |       --       |
| 3487 | 61326  |          山南人家          |     --    |      26%       |
| 3488 | 70246  |        中天官河锦庭        |   54000   |     30.1%      |
| 3489 |  6403  |          景园小区          |   45500   |      32%       |
| 3490 | 17225  |        余杭金源公寓        |     --    |      15%       |
| 3491 | 106067 |           假山路           |     --    |       --       |
| 3492 |  5946  |        浙江交运大厦        |     --    |       --       |
| 3493 |  4010  |           陆家坞           |     --    |      10%       |
| 3494 | 39677  |        佳苑玉都枫景        |   35444   |      30%       |
| 3495 | 177097 |         合景叠彩园         |     --    |      30%       |
| 3496 |  6497  |          恒鑫大厦          |   12590   |       --       |
| 3497 | 173266 |          世茂天宸          |     --    |      30%       |
| 3498 |  6118  |      浙江省第一测绘院      |     --    |       --       |
| 3499 |  4823  |          金桥花苑          |     --    |      30%       |
| 3500 | 98815  |          绿城巧园          |     --    |      30%       |
| 3501 | 14698  |     白塔岭社区南星街道     |     --    |       --       |
| 3502 | 198327 |          合景天峻          |     --    |      30%       |
| 3503 |  9363  |          筑境2050          |  180000   |      36%       |
| 3511 |  9690  |          钱江公寓          |   39000   |      35%       |
| 3512 | 24913  |           依锦苑           |     --    |      20%       |
| 3513 |  6194  |           永佳苑           |   27000   |      31%       |
| 3514 | 177158 |       绿地华家池1号        |   26700   |      30%       |
| 3515 | 29732  |            瀚府            |     --    |       --       |
| 3516 |  1480  |         京惠紫枫阁         |   13800   |      30%       |
| 3517 |  980   |          小塔儿巷          |     --    |       --       |
| 3518 | 21529  |         测绘局宿舍         |     --    |       --       |
| 3519 | 46002  |          天城嘉苑          |     --    |      30%       |
| 3520 | 137686 |       江虹国际创意园       |     --    |       --       |
| 3521 | 16850  |         华东院宿舍         |     --    |       --       |
| 3522 |  8506  |          上八界巷          |     --    |      10%       |
| 3523 |  1191  |        改革月报大楼        |     --    |       --       |
| 3524 | 17614  |         同仁商业街         |     --    |       --       |
| 3525 | 61326  |          山南人家          |     --    |      26%       |
| 3526 |  4010  |           陆家坞           |     --    |      10%       |
| 3527 |  5946  |        浙江交运大厦        |     --    |       --       |
| 3528 | 17225  |        余杭金源公寓        |     --    |      15%       |
| 3529 |  6403  |          景园小区          |   45500   |      32%       |
| 3537 |  889   |          华宇家园          |   8000    |      30%       |
| 3538 |  6345  |          助圣庙前          |     --    |       --       |
| 3539 | 110274 |           爱尚里           |   20000   |      25%       |
| 3540 | 99946  |       春江花月晓风苑       |     --    |      37%       |
| 3541 | 289370 |       祥生·钱塘新语        |     --    |      30%       |
| 3542 |  4676  |          翠玉社区          |   356400  |      35%       |
| 3543 | 166096 |     金地德圣中心金城道     |     --    |      30%       |
| 3544 | 303975 |         德华香缇湾         |     --    |       --       |
| 3545 |  7682  |        九堡镇三卫村        |     --    |       --       |
| 3546 | 19138  |          东江公寓          |   76943   |      15%       |
| 3547 | 162978 |         海联云客里         |    2万    |      30%       |
| 3548 |  4085  |         信雅达大厦         |     --    |       --       |
| 3549 | 19607  |         武林路53号         |     --    |       --       |
| 3550 |  8125  |          金泽公寓          |     --    |      32%       |
| 3551 | 16800  |          青年公寓          |     --    |      10%       |
| 3552 | 18832  |        中都西溪CIC         |     --    |      28%       |
| 3553 |  6059  |        黄龙世纪广场        |   23900   |      30%       |
| 3554 | 35856  |          姚园寺巷          |     --    |      10%       |
| 3555 |   64   |           八丈井           |     --    |       --       |
| 3563 |  900   |          邱山小区          |   102000  |      33%       |
| 3564 |  9930  |       环北小商品市场       |     --    |       --       |
| 3565 |  5752  |          新浦小区          |     --    |       --       |
| 3566 |  6395  |        九堡家园二区        |     --    |      30%       |
| 3567 |  5953  |       山水人家诗家谷       |     --    |       --       |
| 3568 |  8955  |         林业厅宿舍         |     --    |       --       |
| 3569 | 251523 |          南润名座          |     --    |       --       |
| 3570 |  408   |          水门南弄          |   220000  |      26%       |
| 3571 |  6641  |           安定里           |     --    |      20%       |
| 3572 | 12895  |         仓前工业园         |     --    |       --       |
| 3573 | 24086  |          南安小区          |   13000   |      50%       |
| 3574 | 171668 |       佳兆业西溪璞园       |     --    |      30%       |
| 3575 | 99163  |            荀庄            |     --    |     40.74%     |
| 3576 | 101695 |        三里新城荷苑        |     --    |      20%       |
| 3577 |  8971  |           新生村           |     --    |       --       |
| 3578 | 39179  |         英冠水天城         |   29284   |      30%       |
| 3579 |  5743  |          建中社区          |     --    |       --       |
| 3580 | 20706  |     萧山商业城机电市场     |     --    |       --       |
| 3581 |  6154  |         太平桥横街         |     --    |       --       |
| 3589 | 22939  |       松合幸福里小区       |   14650   |      10%       |
| 3590 |  4673  |           金阳湾           |   4666    |     35.50%     |
| 3591 |  6446  |           钱江城           |     --    |       --       |
| 3592 |  6535  |           临安里           |   66000   |      40%       |
| 3593 |  9507  |      容大五环城市花园      |   85376   |      40%       |
| 3594 | 18102  |       天目山路101号        |     --    |       --       |
| 3595 |  9505  |         九鼎名仕顿         |   3467    |       --       |
| 3596 |  9475  |          临安商城          |   31968   |       --       |
| 3597 | 10463  |          五堡二区          |     --    |      30%       |
| 3598 | 10497  |       体育场路359号        |     --    |       --       |
| 3599 | 16290  |        天目山路28号        |     --    |       --       |
| 3600 | 304210 |          春江公馆          |     --    |       --       |
| 3601 | 17009  |          独山新苑          |     --    |      30%       |
| 3602 | 159410 |          景冉佳园          |   67049   |      30%       |
| 3603 | 55229  |          东和云第          |     --    |      30%       |
| 3604 | 154233 |           万宝城           |     --    |      25%       |
| 3605 |  6639  |           高银街           |     --    |       --       |
| 3606 | 247595 |          东方星城          |     --    |      30%       |
| 3607 | 14033  |          新苑公寓          |     --    |      35%       |
| 3615 | 94521  |        瑞立东方花城        |   49000   |      30%       |
| 3616 | 15854  |       洲泉小商品市场       |     --    |     0.10%      |
| 3617 |  1629  |          东航大厦          |     --    |      15%       |
| 3618 | 63189  |        绿城西子国际        |   27908   |      20%       |
| 3619 |  8593  |          帝凯大厦          |     --    |       --       |
| 3620 |  8517  |           滨盛路           |     --    |       --       |
| 3621 | 21080  |        文三路402号         |     --    |      18%       |
| 3622 | 101402 |       春江花月流云苑       |     --    |      37%       |
| 3623 | 39624  |          名门世家          |   95296   |      30%       |
| 3624 |  6215  |          铭扬大厦          |     --    |     41.36%     |
| 3625 |  7029  |          火炬小区          |     --    |      11%       |
| 3626 | 36778  |          文华公寓          |     --    |       --       |
| 3627 |  7278  |          名仁家园          |   50000   |      40%       |
| 3628 |  6544  |          远洋大厦          |    2800   |       --       |
| 3629 |  6570  |          诚信大厦          |     --    |      30%       |
| 3630 | 172129 |        东方时代中心        |   22620   |      25%       |
| 3631 | 15825  |          普福小区          |     --    |       --       |
| 3632 |  1013  |           仁德里           |   140256  |      30%       |
| 3633 | 10556  |           三槐里           |     --    |       --       |
| 3641 |  6106  |          永济桥村          |     --    |       --       |
| 3642 | 110680 |          白塔人家          |     --    |       --       |
| 3643 |  5699  |          定山家园          |     --    |      22%       |
| 3644 |  5875  |        华源发展大厦        |   3642    |      20%       |
| 3645 |  4259  |          三瑞大厦          |    3366   |      20%       |
| 3646 |  874   |         新大地广场         |     --    |       --       |
| 3647 | 146435 |        都市阳光嘉苑        |     --    |       --       |
| 3648 | 10198  |           牛田村           |     --    |       --       |
| 3649 | 46959  |         莱蒙水榭山         |    28万   |      30%       |
| 3650 |  1318  |          长岛绿园          |   50000   |      38%       |
| 3651 |  6512  |           王马里           |     --    |      30%       |
| 3652 | 19139  |         临平商贸城         |     --    |       --       |
| 3653 | 100414 |         经建绅世郡         |   56840   |      30%       |
| 3654 | 21528  |         杭大路38号         |     --    |       --       |
| 3655 | 147567 |          东方御府          |   32745   |      30%       |
| 3656 | 16560  |          桥边新村          |    240    |      100%      |
| 3657 |  785   |          下焦营巷          |     --    |      30%       |
| 3658 |  6518  |           白田畈           |     --    |       --       |
| 3659 |  404   |           元宝心           |     --    |       --       |
| 3667 | 39624  |          名门世家          |   95296   |      30%       |
| 3668 |  7029  |          火炬小区          |     --    |      11%       |
| 3669 |  6215  |          铭扬大厦          |     --    |     41.36%     |
| 3670 | 14653  |       祥符路33-41号        |     --    |       --       |
| 3671 | 36778  |          文华公寓          |     --    |       --       |
| 3672 | 18316  |          华兴公寓          |     --    |      25%       |
| 3673 |  7278  |          名仁家园          |   50000   |      40%       |
| 3674 |  6544  |          远洋大厦          |    2800   |       --       |
| 3675 | 172129 |        东方时代中心        |   22620   |      25%       |
| 3676 |  6570  |          诚信大厦          |     --    |      30%       |
| 3677 | 15825  |          普福小区          |     --    |       --       |
| 3678 |  1013  |           仁德里           |   140256  |      30%       |
| 3679 | 10556  |           三槐里           |     --    |       --       |
| 3680 | 15516  |       秋涛北路339号        |     --    |       --       |
| 3681 |  6106  |          永济桥村          |     --    |       --       |
| 3682 |  5699  |          定山家园          |     --    |      22%       |
| 3683 | 110680 |          白塔人家          |     --    |       --       |
| 3684 |  5875  |        华源发展大厦        |   3642    |      20%       |
| 3685 |  4259  |          三瑞大厦          |    3366   |      20%       |
| 3693 |  7138  |           兴和苑           |   16000   |      30%       |
| 3694 |  7182  |          金祝大厦          |     --    |       --       |
| 3695 | 21665  |         下沙商贸城         |     --    |      30%       |
| 3696 | 19596  |        莫干山路60号        |     --    |      40%       |
| 3697 | 109644 |          红街天城          |     --    |       --       |
| 3698 | 24018  |          三堡南苑          |     --    |      30%       |
| 3699 | 142501 |        德信泊林春天        |   47840   |      25%       |
| 3700 | 50699  |          精欧荣寓          |   25683   |     31.50%     |
| 3701 | 20095  |        凯旋路184号         |     --    |      30%       |
| 3702 |  6738  |           振华路           |     --    |       --       |
| 3703 |  169   |            墅园            |     --    |      49%       |
| 3704 |  6404  |          华顺别墅          |     --    |      30%       |
| 3705 | 17786  |       武林路80-92号        |     --    |       --       |
| 3706 | 18749  |      泰和天辰国际大厦      |     --    |      不详      |
| 3707 | 19067  |          小河社区          |     --    |      30%       |
| 3708 |  9250  |          公元名家          |   20000   |      35%       |
| 3709 | 98206  |        婺江家园二园        |     --    |      30%       |
| 3710 |  8020  |          教工宿舍          |     --    |       --       |
| 3711 | 34334  |          观唐骊景          |   800000  |      60%       |
| 3719 |  5991  |           太平巷           |     --    |      10%       |
| 3720 |  4069  |          聚龙大厦          |   30000   |       --       |
| 3721 | 23954  |      凯旋路110-112号       |     --    |      35%       |
| 3722 | 229534 |      恒大水晶国际广场      |     --    |      30%       |
| 3723 |  4762  |          明华花园          |     --    |      30%       |
| 3724 | 47536  |        世茂首府三期        |   27.6万  |      40%       |
| 3725 |  1226  |          龙翔大厦          |     --    |       --       |
| 3726 | 37383  |       五福天星龙大厦       |     --    |       --       |
| 3727 | 185465 |      金地自在城悦活轩      |     --    |       --       |
| 3728 |  3973  |        文三数码大厦        |     --    |       --       |
| 3729 | 17831  |        学院路312号         |     --    |       --       |
| 3730 | 18214  |          太平坊巷          |     --    |      10%       |
| 3731 | 17276  |      天目山路18-21号       |     --    |       --       |
| 3732 | 21326  |        塘栖水乡人家        |   30000   |      15%       |
| 3733 | 37107  |          水乡华庭          |   20617   |      30%       |
| 3734 |  5675  |           小和弄           |     --    |       --       |
| 3735 | 10692  |       药物研究所宿舍       |     --    |       --       |
| 3736 |  4671  |          银通大厦          |     --    |       --       |
| 3737 | 21566  |        海宁家纺国际        |     --    |       --       |
| 3745 | 40309  |        浙商财富中心        |   35000   |      35%       |
| 3746 |  9619  |       颐景山庄(二期)       |  270000   |      42%       |
| 3747 |  1656  |          玲珑花园          |  148741   |      40%       |
| 3748 | 10532  |         坤和商务楼         |     --    |       --       |
| 3749 | 44709  |        西溪创意大厦        |     --    |       --       |
| 3750 | 42889  |            勾庄            |     --    |       --       |
| 3751 |  6635  |           保健路           |     --    |       --       |
| 3752 |  871   |           百合苑           |     --    |      38%       |
| 3753 |  8398  |           打铁弄           |     --    |      30%       |
| 3754 |  4254  |        黄龙恒励大厦        |   18648   |      30%       |
| 3755 | 111238 |        富力西溪悦居        |   95972   |      30%       |
| 3756 | 21712  |          艮山西路          |     --    |      25%       |
| 3757 |  870   |          新月花园          |   35351   |      36%       |
| 3758 | 18205  |        婺江家园二园        |     --    |      30%       |
| 3759 | 20671  |         马家坞新村         |   10000   |      10%       |
| 3760 |  4022  |           珠埠里           |     --    |      25%       |
| 3761 |  6556  |          华顺大厦          |     --    |       --       |
| 3762 |  4270  |          西湖大厦          |     --    |       --       |
| 3763 |  6791  |          拱宸社区          |     --    |       --       |
| 3771 | 21965  |      中国绿茶第一市场      |     --    |       --       |
| 3772 |  7541  |       三里新城东升苑       |     --    |      10%       |
| 3773 | 10635  |        朝阳西路小区        |     --    |      10%       |
| 3774 |  6146  |           庆隆村           |   10000   |      45%       |
| 3775 |  6602  |          雪峰银座          |    4216   |      30%       |
| 3776 |  8441  |          明园新村          |     --    |      30%       |
| 3777 |  9186  |           清和园           |   80586   |      35%       |
| 3778 | 119962 |         新白鹿鞋城         |     --    |       --       |
| 3779 | 37690  |        临安绿岛花园        |     --    |      30%       |
| 3780 | 24697  |       文三路31-55号        |     --    |       --       |
| 3781 | 15983  |        体育场路55号        |     --    |       --       |
| 3782 |  9352  |      径山国际会议中心      |  261699   |      33%       |
| 3783 |  906   |          星火小区          |     --    |     25.00%     |
| 3784 |  5863  |         茅廊巷小区         |     --    |      26%       |
| 3785 |  7303  |          之俊大厦          |     --    |       --       |
| 3786 |  4228  |        桂花城紫云苑        |     --    |      68%       |
| 3787 | 40230  |         和达东东城         |   9264.6  |      3.1%      |
| 3788 |  6604  |         康恩贝大厦         |   14416   |      30%       |
| 3789 | 24690  |         城河下6号          |     --    |       --       |
| 3797 |  4678  |      金通汽配城商务楼      |     --    |       --       |
| 3798 | 10529  |         九曲营小区         |     --    |      15%       |
| 3799 | 181200 |         翠苑逸景湾         |     --    |      34%       |
| 3800 |  6482  |          冠盛大厦          |    4540   |       --       |
| 3801 | 59520  |       西溪花园紫菱苑       |     --    |      30%       |
| 3802 |  6184  |          孔家埭村          |     --    |       --       |
| 3803 | 16766  |         黄山新小区         |   14854   |      28%       |
| 3804 |  9750  |         碧云阁公寓         |   10000   |      35%       |
| 3805 | 129247 |          江畔云庐          |     --    |      30%       |
| 3806 |  6533  |        耀江发展中心        |    7130   |      30%       |
| 3807 | 19142  |          九洲大厦          |     --    |       --       |
| 3808 |  8229  |        东冠路710号         |     --    |       --       |
| 3809 | 56967  |          环球中心          |     --    |       --       |
| 3810 | 276104 |         中梁百悦城         |  61224万  |       --       |
| 3811 | 39672  |         朗诗美丽洲         |   60472   |      30%       |
| 3812 |  1648  |         青山湖81号         |   90000   |      60%       |
| 3813 |  9697  |          吴山公寓          |     --    |      30%       |
| 3814 |  5983  |        上木场巷新村        |     --    |      30%       |
| 3815 | 24890  |          瑞鼎大厦          |     --    |     25.7%      |
| 3823 | 119962 |         新白鹿鞋城         |     --    |       --       |
| 3824 |  4228  |        桂花城紫云苑        |     --    |      68%       |
| 3825 | 15983  |        体育场路55号        |     --    |       --       |
| 3826 | 24697  |       文三路31-55号        |     --    |       --       |
| 3827 | 21712  |          艮山西路          |     --    |      25%       |
| 3828 |  9352  |      径山国际会议中心      |  261699   |      33%       |
| 3829 |  906   |          星火小区          |     --    |     25.00%     |
| 3830 |  5863  |         茅廊巷小区         |     --    |      26%       |
| 3831 |  7303  |          之俊大厦          |     --    |       --       |
| 3832 | 40230  |         和达东东城         |   9264.6  |      3.1%      |
| 3833 | 24690  |         城河下6号          |     --    |       --       |
| 3834 |  6604  |         康恩贝大厦         |   14416   |      30%       |
| 3835 | 67573  |          江景国际          |     --    |       --       |
| 3836 | 16766  |         黄山新小区         |   14854   |      28%       |
| 3837 | 59520  |       西溪花园紫菱苑       |     --    |      30%       |
| 3838 |  4678  |      金通汽配城商务楼      |     --    |       --       |
| 3839 |  6482  |          冠盛大厦          |    4540   |       --       |
| 3840 | 181200 |         翠苑逸景湾         |     --    |      34%       |
| 3841 | 10529  |         九曲营小区         |     --    |      15%       |
| 3849 |  4743  |          百井大厦          |     --    |       --       |
| 3850 | 16475  |        德胜路318号         |     --    |       --       |
| 3851 |  8718  |           庙前街           |     --    |       --       |
| 3852 |  1695  |          锦绣大厦          |   17804   |       --       |
| 3853 |  7309  |          武林大厦          |     --    |       --       |
| 3854 |  6074  |        华星时代广场        |   10000   |      30%       |
| 3855 | 16957  |          通惠丽港          |     --    |      25%       |
| 3856 |  4278  |           上塘路           |     --    |       --       |
| 3857 |  7259  |          市北公寓          |     --    |       --       |
| 3858 |  9646  |          易盛大厦          |     --    |       --       |
| 3859 |  5772  |          时代广场          |     --    |      30%       |
| 3860 | 112169 |         中海定山府         |     --    |      30%       |
| 3861 |  7204  |          颐和花园          |     --    |      35%       |
| 3862 |  8565  |          渔业新村          |     --    |      39%       |
| 3863 |  8603  |          黎园别墅          |     --    |       --       |
| 3864 |  6156  |           新塘村           |     --    |      15%       |
| 3865 |  9407  |        千岛碧水花园        |   74000   |      35%       |
| 3866 | 35842  |           学林街           |     --    |       --       |
| 3867 |  4820  |         新塘路小区         |     --    |      10%       |
| 3875 | 34459  |        绿城青山溪园        |   144342  |      30%       |
| 3876 |  7222  |          富丽花园          |     --    |      30%       |
| 3877 | 20302  |           湖滨路           |    2300   |       --       |
| 3878 | 248767 |          天阳文晖          |   3万余   |      30%       |
| 3879 | 23386  |          三堡北苑          |     --    |      25%       |
| 3880 |  5952  |       山水人家香溪地       |     --    |       --       |
| 3881 | 250299 |         碧桂园珑悦         |     --    |       --       |
| 3882 |  552   |       湖畔花园风荷苑       |     --    |       40       |
| 3883 | 21731  |       香港城（桐乡）       |     --    |       --       |
| 3884 |  6510  |           岳帅里           |     --    |       --       |
| 3885 |  5769  |          妇保宿舍          |     --    |      30%       |
| 3886 | 10268  |            谢村            |     --    |       --       |
| 3887 |  4065  |          富欣大厦          |     --    |     30.00%     |
| 3888 | 21754  |        武林路250号         |     --    |       --       |
| 3889 |  131   |           久盛巷           |     --    |      30%       |
| 3890 |  9349  |          好望公寓          |     --    |     39.20%     |
| 3891 |  868   |          河畔新村          |     --    |      10%       |
| 3892 |  9296  |      千岛湖开元度假村      |  200000   |      35%       |
| 3893 | 16544  |           浦江苑           |     --    |      30%       |
| 3901 |  5778  |          庙山新村          |     --    |      20%       |
| 3902 | 16981  |       体育场路466号        |     --    |       --       |
| 3903 |  6386  |          华丰北苑          |     --    |      15%       |
| 3904 | 139967 |          润和橙家          |   19000   |      30%       |
| 3905 |  8660  |           通济路           |     --    |       --       |
| 3906 |  9193  |         得力高第府         |     --    |       --       |
| 3907 | 10926  |          宝林小区          |     --    |       --       |
| 3908 |  6925  |        西斗门工业园        |     --    |       --       |
| 3909 |  7681  |           三坝村           |     --    |      25%       |
| 3910 | 14127  |          塘栖乐苑          |     --    |      10%       |
| 3911 |  1567  |          凯旋花园          |   24513   |      30%       |
| 3912 | 10392  |          中北小区          |     --    |      30%       |
| 3913 | 37069  |        恒大建材市场        |     --    |       --       |
